,Unnamed: 0,Match Type,Distance Score,Mill Name Score,Mill Company Score,idx,Consumer Company,Country,District,Latitude,Longitude,Mill Name,Consumer Mill Name,Mill Company,Consumer Mill Company,Parent Company,Consumer Parent Company,Province,RSPO,UMLID
2368,2368,Mill Name,,100,26,283.0,procter and gamble,indonesia,sarolangun,-2.185278,102.642222,pelakar,pelakar,kresna duta agroindo,,sinar mas,kresna duta agroindo,jambi,,po1000002863
2369,2369,Mill Name,,100,19,199.0,procter and gamble,indonesia,kampar,0.589804,100.99144799999999,peputra masterindo,peputra masterindo,peputra masterindo,,peputra,pt peputra masterindo,riau,,po1000004400
2370,2370,Mill Name,,100,10,1385.0,procter and gamble,indonesia,pelalawan,0.1583,101.7816,peputra supra jaya,peputra supra jaya,peputra supra jaya,,peputra,pt peputra supra jaya,riau,,po1000008421
2371,2371,Mill Name,,100,19,38.0,procter and gamble,indonesia,indragiri hulu,-0.5847220000000001,102.019444,peranap,peranap,rigunas agri utama,,royal golden eagle,pt rigunas agri utama,riau,"rspo certified, mb",po1000002063
2372,2372,Mill Name,,100,21,33.0,procter and gamble,indonesia,rokan hulu,1.167333,100.704778,perdana inti sawit perkasa 2,perdana,perdana intisawit perkasa,,first resources,binasawit abadipratama,riau,,po1000007630
2375,2375,Mill Name,,100,22,1395.0,procter and gamble,indonesia,aceh singkil,2.314164,97.995719,perkebunan lembah bhakti 1,perkebunan lembah bhakti,perkebunan lembah bhakti,,astra agro lestari,astra agro lestari,aceh,,po1000004167
2376,2376,Mill Name,,100,30,108.0,procter and gamble,indonesia,labuhanbatu selatan,1.850583,100.1457,aek batu,perkebunan milano aek batu,perkebunan milano,,wilmar,wilmar international,sumatera utara,,po1000004493
2378,2378,Mill Name,,100,23,6217.0,procter and gamble,indonesia,langkat,3.843117,98.23299999999999,sawit hulu,perkebunan nusantara ii sawit hulu,perkebunan nusantara ii,,ptpn iii,ptpn,sumatera utara,,po1000004545
2379,2379,Mill Name,,100,23,552.0,procter and gamble,indonesia,serdang bedagai,3.568533,98.94805,adolina,perkebunan nusantara iv adolina,perkebunan nusantara iv,,ptpn iii,ptpn,sumatera utara,"rspo certified, mb",po1000004497
2380,2380,Mill Name,,100,23,111.0,procter and gamble,indonesia,asahan,2.859745,99.638317,air batu,perkebunan nusantara iv air batu,perkebunan nusantara iv,,ptpn iii,ptpn,sumatera utara,"rspo certified, mb",po1000004280
2381,2381,Mill Name,,100,23,3238.0,procter and gamble,indonesia,simalungun,2.9863169999999997,99.220233,bah jambi,perkebunan nusantara iv bah jambi,perkebunan nusantara iv,,ptpn iii,ptpn,sumatera utara,"rspo certified, mb",po1000004181
2382,2382,Mill Name,,100,23,112.0,procter and gamble,indonesia,simalungun,3.1204169999999998,99.15906700000001,dolok ilir,perkebunan nusantara iv dolok ilir,perkebunan nusantara iv,,ptpn iii,ptpn,sumatera utara,"rspo certified, mb",po1000002539
2383,2383,Mill Name,,100,23,111.0,procter and gamble,indonesia,asahan,2.76796,99.31697,pasir mandoge,perkebunan nusantara iv pasir mandoge,perkebunan nusantara iv,,ptpn iii,ptpn,sumatera utara,,po1000004277
2384,2384,Mill Name,,100,23,1016.0,procter and gamble,indonesia,padang lawas,1.048917,100.012283,sosa,perkebunan nusantara iv sosa,perkebunan nusantara iv,,ptpn iii,ptpn,sumatera utara,,po1000004428
2385,2385,Mill Name,,100,23,3374.0,procter and gamble,indonesia,simalungun,3.080023,99.512734,tinjowan,perkebunan nusantara iv tinjowan i,perkebunan nusantara iv,,ptpn iii,ptpn,sumatera utara,"rspo certified, mb",po1000004208
2386,2386,Mill Name,,100,24,176.0,procter and gamble,indonesia,rokan hulu,0.7257222,100.57898,sei rokan,perkebunan nusantara v sei rokan,perkebunan nusantara v,,ptpn iii,ptpn,riau,"rspo certified, mb",po1000005128
2387,2387,Mill Name,,100,24,555.0,procter and gamble,indonesia,kampar,0.599154,100.69283,tandun,perkebunan nusantara v tandun,perkebunan nusantara v,,ptpn iii,ptpn,riau,"rspo certified, mb",po1000004402
2389,2389,Mill Name,,100,24,1417.0,procter and gamble,indonesia,agam,-0.1004,100.04899999999999,perkebunan pelalu raya,perkebunan pelalu raya,perkebunan pelalu raya,,royal golden eagle,pt perkebunan pelalu raya  rgm  anugrah,sumatera barat,,po1000004349
2390,2390,Mill Name,,100,26,110.0,procter and gamble,indonesia,labuhanbatu selatan,2.061383,100.081222,perlabian,perlabian,tolan tiga indonesia,,sipef,sipef,sumatera utara,"rspo certified, ip",po1000000099
2391,2391,Mill Name,,92,19,47.0,procter and gamble,indonesia,ogan komering ilir,-3.941983,105.10978300000001,permata bunda,permada bunda,mutiara bunda jaya,,sampoerna agro,mutiara bunda jaya,sumatera selatan,"rspo certified, mb",po1000004548
2392,2392,Mill Name,,100,9,38.0,procter and gamble,indonesia,indragiri hulu,-0.41125,102.3595,persada agro sawita,persada agro sawita,persada agro sawita,,unknown,persada agro sawita  jhagdra group,riau,,po1000006176
2393,2393,Mill Name,,100,19,472.0,procter and gamble,indonesia,pekanbaru,0.648558,101.485061,persada nusa nabati indonesia,persada nusa nabati indonesia,persada nusa nabati indonesia,,unknown,persada nusa nabati indonesia,riau,,po1000006153
2394,2394,Mill Name,,100,18,324.0,procter and gamble,indonesia,bulungan,3.324733,117.17365,pipit mutiara indah,pipit mutiara indah,pipit mutiara indah,,ql resources,ql resources,kalimantan timur,,po1000004325
2395,2395,Mill Name,,100,21,104.0,procter and gamble,indonesia,rokan hulu,0.892167,100.699,kota lama,pks 1  kota lama,sumber jaya indahnusa coy,,unknown,pt sumber jaya indahnusa coy,riau,,po1000004423
2396,2396,Mill Name,,100,10,147.0,procter and gamble,indonesia,kuantan singingi,-0.7282,101.6399,bukit payung,pks 1 bukit payung,tri bakti sarimas,,sarimas,pt tri bakti sarimas,riau,,po1000004119
2397,2397,Mill Name,,100,19,1430.0,procter and gamble,indonesia,lampung tengah,-4.8647300000000016,105.18357900000001,pks 1,pks 1 terbanggi,tunas baru lampung,,sungai budi,sungai budi group,lampung,,po1000008439
2398,2398,Mill Name,,100,10,147.0,procter and gamble,indonesia,kuantan singingi,-0.8602780000000001,101.750833,ibul,pks 2 ibul,tri bakti sarimas,,sarimas,pt tri bakti sarimas,riau,,po1000007511
2399,2399,Mill Name,,100,19,136.0,procter and gamble,indonesia,mesuji,-4.0173611110000005,105.27333329999999,mesuji pks 2,pks 2 mesuji,tunas baru lampung,,sungai budi,sungai budi group,lampung,,po1000008391
2400,2400,Mill Name,,100,12,316.0,procter and gamble,indonesia,lampung utara,-4.572833,104.755306,pks 3 hanakau,pks 3 hanakau,agro bumi mas,,sungai budi,sungai budi group,lampung,,po1000007651
2402,2402,Mill Name,,100,7,420.0,procter and gamble,indonesia,labuhanbatu utara,2.323844,99.73444,prima jaya lestari utama,prima jaya lestari utama,prima jaya lestari utama,,unknown,prima jaya lestari utama,sumatera utara,,po1000008165
2403,2403,Mill Name,,100,14,116.0,procter and gamble,indonesia,asahan,2.78305,99.253967,prima palm latex industri,prima palm latex industri,prima palm latex industri,,unknown,prima palm latex ind,sumatera utara,,po1000004125
2404,2404,Mill Name,,100,17,194.0,procter and gamble,indonesia,kampar,0.714383,100.92836700000001,prima sauhur lestari pom,prima sauhur lestari,sewangi sejati luhur,,unknown,prima sauhur lestari,riau,,po1000004411
2405,2405,Mill Name,,100,17,193.0,procter and gamble,indonesia,kapuas hulu,0.400721,111.730713,persada graha mandiri,pt persada graha mandiri,persada graha mandiri,,sinar mas,golden agri resources,kalimantan barat,,po1000003783
2406,2406,Mill Name,,100,13,37.0,procter and gamble,indonesia,siak,0.46424,101.7365,sri indrapura sawit lestari,pt sri indrapura sawit lestari,sri indrapura sawit lestari,,unknown,pt teguh karsa wanalestari,riau,,po1000008425
2407,2407,Mill Name,,100,8,385.0,procter and gamble,indonesia,kuantan singingi,-0.4854890000000001,101.452011,asia sawit makmur,pt asia sawit makmur jaya,asia sawit makmur jaya,,superventure,pt asia sawit makmur jaya,riau,,po1000004315
2411,2411,Mill Name,,100,18,248.0,procter and gamble,indonesia,bungo,-1.6920279999999999,102.160547,budi nabati perkasa,pt budi nabati perkasa,budi nabati perkasa,,sungai budi,sungai budi group,jambi,,po1000007486
2415,2415,Mill Name,,100,10,255.0,procter and gamble,indonesia,rokan hulu,0.477181,100.7515306,fortius agro asia,pt fortius agro asia,fortius agro asia,,superventure,pt fortius agro asia,riau,,po1000004190
2416,2416,Mill Name,,92,8,234.0,procter and gamble,indonesia,rokan hilir,1.45105,100.6165306,hasil karya bumi sejati,pt hasil karya bumisejati,hasil karya bumi sejati,,superventure,pt hasil karya bumisejati,riau,,po1000004260
2417,2417,Mill Name,,100,22,1351.0,procter and gamble,indonesia,mamuju utara,-1.332133,119.42823999999999,letawa,pt letawa,letawa,,astra agro lestari,astra agro lestari tbk pt tanjung bina lestari,sulawesi barat,,po1000004109
2420,2420,Mill Name,,100,12,362.0,procter and gamble,indonesia,bengkalis,1.2242389999999999,101.242411,mustika agung sawit sejahtera,pt mustika agung sawit sejahtera,mustika agung sawit sejahtera,,unknown,pt mustika agung sawit sejahtera,riau,,po1000004255
2423,2423,Mill Name,,100,15,271.0,procter and gamble,indonesia,kubu raya,-0.02075,109.5462,pundi lahan khatulistiwa,pt pundi lahan khatulistiwa,pundi lahan khatulistiwa,,pundi,plk,kalimantan barat,,po1000004856
2424,2424,Mill Name,,100,11,40.0,procter and gamble,indonesia,pasaman barat,-0.049638999999999996,99.883139,sari buah sawit,pt sari buah sawit,sari buah sawit,,unknown,pt sari buah sawit,sumatera barat,,po1000007594
2425,2425,Mill Name,,100,40,271.0,procter and gamble,indonesia,kubu raya,-0.45264399999999994,109.2652,sintang raya,pt sintang raya,sintang raya,,miwon,sintang raya,kalimantan barat,,po1000004379
2426,2426,Mill Name,,100,15,1482.0,procter and gamble,indonesia,labuhanbatu selatan,1.669611,100.161528,tasik raja,pt tasik raja,tasik raja,,anglo-eastern plantation (aep),anglo eastern oriental group,sumatera utara,,po1000004476
2427,2427,Mill Name,,100,21,94.0,procter and gamble,indonesia,bengkalis,1.1222219999999998,101.257278,tengganau mandiri lestari,pt tengganau mandiri lestari,tengganau mandiri lestari,,unknown,pt tengganau mandiri lestari,riau,,po1000004249
2428,2428,Mill Name,,100,18,40.0,procter and gamble,indonesia,pasaman barat,0.30609000000000003,99.4476,usaha sawit mandiri,pt usaha sawit mandiri mukomuko,usaha sawit mandiri,,superventure,pt usaha sawit mandiri,sumatera barat,,po1000006161
2430,2430,Mill Name,,100,23,654.0,procter and gamble,indonesia,serdang bedagai,3.286111,99.109167,pabatu,ptpn iv pabatu,perkebunan nusantara iv,,ptpn iii,ptpn iv,sumatera utara,"rspo certified, mb",po1000002520
2431,2431,Mill Name,,100,15,143.0,procter and gamble,indonesia,paser,-2.2329830000000004,116.048883,pucuk jaya,pucuk jaya,pucuk jaya,,chellam plantations,chellam plantations,kalimantan timur,,po1000004934
2432,2432,Mill Name,,100,10,1488.0,procter and gamble,indonesia,rokan hilir,1.37615,100.52885,pujud karya sawit,pujud karya sawit,pujud karya sawit,,era karya,graha,riau,,po1000004456
2433,2433,Mill Name,,100,26,103.0,procter and gamble,indonesia,bangka,-2.166067,106.00451699999999,putra bangka mandiri,putra bangka mandiri,putra bangka mandiri,,unknown,putra bangka mandiri,bangka belitung,,po1000004527
2434,2434,Mill Name,,98,17,102.0,procter and gamble,indonesia,indragiri hilir,-0.871308,102.66131,putera keritang sawit,putra keritang sawit,putera keritang sawit,,unknown,putera keritang sawit,riau,,po1000008395
2435,2435,Mill Name,,100,15,724.0,procter and gamble,indonesia,nagan raya,3.98547,96.627139,raja marga,raja marga,raja marga,,unknown,raja marga,aceh,,po1000007572
2437,2437,Mill Name,,94,29,188.0,procter and gamble,indonesia,sambas,1.145883,109.31833300000001,rana westu kencana,rana wastu kencana,rana wastu kencana,,zte agribusiness,rana wastu kencana  agrina sawit perdana,kalimantan barat,,po1000004254
2438,2438,Mill Name,,100,27,1499.0,procter and gamble,indonesia,langkat,3.9464669999999997,98.3661,raya padang langkat,raya padang langkat,raya padang langkat,,unknown,raya padang langkat,sumatera utara,,po1000004550
2439,2439,Mill Name,,100,25,67.0,procter and gamble,indonesia,belitung,-2.7334169999999998,107.901472,rebinmas jaya,rebinmas jaya,rebinmas jaya,,delloyd,delloyd,bangka belitung,,po1000007580
2440,2440,Mill Name,,100,35,1504.0,procter and gamble,indonesia,kubu raya,-0.266383,109.252133,rezeki kencana,rezeki kencana,rezeki kencana,,tianjin julong,rezeki kencana,kalimantan barat,,po1000004368
2441,2441,Mill Name,,100,17,198.0,procter and gamble,indonesia,indragiri hilir,-0.64075,102.794783,riau agri,riau agri,riau agri,,unknown,pt riau agri,riau,,po1000007590
2444,2444,Mill Name,,100,18,701.0,procter and gamble,indonesia,seruyan,-2.835778,112.57178,rimba harapan sakti,rimba harapan sakti,rimba harapan sakti,,wilmar,wilmar international,kalimantan tengah,"rspo certified, mb",po1000003486
2445,2445,Mill Name,,100,20,1514.0,procter and gamble,indonesia,pasaman barat,-0.027089999999999996,100.002981,rimbo panjang sumber makmur,rimbo panjang sumber makmur,rimbo panjang sumber makmur,,unknown,rimbo panjang sumber makmur,sumatera barat,,po1000007589
2446,2446,Mill Name,,100,24,1517.0,procter and gamble,indonesia,rokan hulu,0.9867530000000001,100.73253000000001,rohul palmindo,rohul palmindo,rohul palmindo,,unknown,pt rohul palmindo,riau,,po1000007591
2447,2447,Mill Name,,100,17,146.0,procter and gamble,indonesia,mandailing natal,0.466483,99.37025,sago nauli,sago nauli,tri bahtera srikandi,,sago nauli,sago nauli,sumatera utara,,po1000004386
2448,2448,Mill Name,,100,15,270.0,procter and gamble,indonesia,tanah bumbu,-3.6143330000000002,115.61083300000001,angsana,sajang heulang angsana minimill,ladangrumpun suburabadi,,sime darby,sime darby plantation sdn bhd,kalimantan selatan,"rspo certified, ip",po1000000325
2449,2449,Mill Name,,100,18,219.0,procter and gamble,indonesia,seruyan,-2.0356,112.2387,sako,sako,aditunggal mahajaya,,sinar mas,aditunggal mahajaya,kalimantan tengah,,po1000007626
2451,2451,Mill Name,,100,29,868.0,procter and gamble,indonesia,seruyan,-2.7539999999999996,112.43738300000001,salonok ladang mas,salonok ladang mas,salonok ladang mas,,union sampoerna triputra persada (ustp),union sampoerna agro triputra persada,kalimantan tengah,,po1000004238
2452,2452,Mill Name,,100,17,51.0,procter and gamble,indonesia,subulussalam,2.7667330000000003,97.9367,samudera sawit nabati,samudera sawit nabati,samudera sawit nabati,,duta marga,duta marga,aceh,,po1000004242
2453,2453,Mill Name,,100,20,920.0,procter and gamble,indonesia,bulungan,3.1154669999999998,117.266333,sanggam kahuripan indonesia,sanggam kahuripan indonesia,sanggam kahuripan indonesia,,makin,sanggam kahuripan indonesia,kalimantan timur,,po1000004284
2454,2454,Mill Name,,100,10,158.0,procter and gamble,indonesia,kotawaringin timur,-2.58287,112.62698,sapta karya damai,sapta karya damai,sapta karya damai,,asam jawa,asam jawa,kalimantan tengah,,po1000004214
2455,2455,Mill Name,,100,15,1040.0,procter and gamble,indonesia,mukomuko,-2.38565,101.162717,sapta sentosa jaya abadi,sapta sentosa jaya abadi,sapta sentosa jaya abadi,,herfinta,herfinta palm  plantation,bengkulu,,po1000004188
2456,2456,Mill Name,,100,22,188.0,procter and gamble,indonesia,sambas,1.358028,109.38363100000001,sarana esa cita,sarana esa cita,sarana esa cita,,musim mas,musim mas,kalimantan barat,,po1000007673
2457,2457,Mill Name,,100,22,71.0,procter and gamble,indonesia,kotawaringin timur,-1.9907169999999998,112.923133,sarana prima multi niaga,sarana prima multi niaga,sarana prima multi niaga,,tsh resources,tsh resources berhad,kalimantan tengah,"rspo certified, mb",po1000003976
2458,2458,Mill Name,,100,25,1.0,procter and gamble,indonesia,seruyan,-2.894444,112.54361100000001,sarana titian permata pks 1,sarana titian permata,sarana titian permata,,wilmar,wilmar international,kalimantan tengah,,po1000000600
2459,2459,Mill Name,,100,11,72.0,procter and gamble,indonesia,merangin,-1.957817,102.37265,sari aditya loka 1,sari aditya loka 1,sari aditya loka,,astra agro lestari,astra agro lestari,jambi,,po1000004505
2462,2462,Mill Name,,100,10,247.0,procter and gamble,indonesia,pelalawan,-0.051,102.25200000000001,sari lembah subur 1,sari lembah subur,sari lembah subur,,astra agro lestari,astra agro lestari tbk,riau,,po1000004935
2465,2465,Mill Name,,100,25,144.0,procter and gamble,indonesia,berau,2.14256,117.298381,satu sembilan delapan,satu sembilan delapan,satu sembilan delapan,,kuala lumpur kepong (klk),kuala lumpur kepong berhad,kalimantan timur,,po1000007603
2466,2466,Mill Name,,100,33,228.0,procter and gamble,indonesia,bangka barat,-2.076,105.64793300000001,sawindo kencana,sawindo kencana,sawindo kencana,,kencana agri,kencana agri limited,bangka belitung,,po1000004516
2467,2467,Mill Name,,98,15,94.0,procter and gamble,indonesia,bengkalis,1.151667,101.276717,sawit anugerah sejahtera,sawit anugrah sejahtera,sawit anugerah sejahtera,,unknown,pt sawit anugrah sejahtera  mahkota group,riau,,po1000004441
2468,2468,Mill Name,,100,19,720.0,procter and gamble,indonesia,rokan hulu,0.761311,100.51901099999999,sawit asahan indah,sawit asahan indah,sawit asahan indah,,astra agro lestari,sawit asahan indah  astra agro lestari tbk,riau,,po1000004417
2469,2469,Mill Name,,100,17,692.0,procter and gamble,indonesia,barito timur,-2.07272,115.06853999999998,sawit graha manunggal,sawit graha manunggal,sawit graha manunggal,,anglo-eastern plantation (aep),angloeastern plantations plc,kalimantan tengah,,po1000007627
2470,2470,Mill Name,,100,18,248.0,procter and gamble,indonesia,bungo,-1.2420799999999999,101.7461389,sawit jujuhan abadi,sawit jujuhan abadi,sawit jujuhan abadi,,unknown,sawit jujuhan abadi,jambi,,po1000007600
